VendorName|RetailerName|RetailerVendorId|VendorStoreNumber|RetailerStoreNumber|ProcessDateEFT|InvoiceDate|InvoiceDueDate|InvoiceNumber|InvoiceAmount|InvoiceItemCount|PONumber|PODate|ReferenceInvoiceNumber|ProductNumber|Quantity|UnitCost|UnitOfMeasure|PacksPerCase|PackUPC|CaseUPC|ProductDescription|DiscountAdjustment|DepositAdjustment|MiscellaneousAdjustment|TaxAdjustment|DeliveryAdjustment|ExtendedPrice|Manufacturer|UnitSize|UnitsPerCase|Dept|GLCode
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||645491|1.0|144.6|EA|1|812147020083|812147020083|Gerard Bertrand Cotes des Roses Rose 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|144.6|Domaines Gerard Bertrand|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||332775|1.0|359.88|CS|1|086767210043|86767210043|Baileys Irish Cream 1/12 1 ltr Bottle 34PF|0.0|0.0|0.0|0.0|0.0|359.88|Diageo North America (Spirits)|1 l|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||342217|1.0|115.8|CS|1|085000017746|085000017746|Apothic Red 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|115.8|Apothic Wines|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||933521|1.0|16.69|CS|6|857359008016|857359008016|TIPPY COW CHOCOLATE 750.000 ML|0.0|0.0|0.0|0.0|0.0|16.69|||0||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||352429|2.0|359.88|CS|1|087000005549|087000005549|Bulleit Bourbon 1/12 1 ltr Bottle 90PF|0.0|0.0|0.0|0.0|0.0|719.76|Diageo North America (Spirits)|1 l|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||398418|3.0|21.7|EA|1|856011004984|856011004984|Ole Smoky Apple Pie Moonshine 1/6 750 ml Bottle 40PF|0.0|0.0|0.0|0.0|0.0|65.1|Ole Smoky Distillery|750 ml|6||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||614250|4.0|315.0|CS|1|088076189317|088076189317|Don Julio Tequila Blanco 1/6 1 ltr Bottle 80PF|0.0|0.0|0.0|0.0|0.0|1260.0|Diageo North America (Spirits)|1 l|6||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||97618|4.0|23.44|EA|1|085156007509|085156007509|Ketel One Citroen 1/12 750 ml Bottle 80PF|0.0|0.0|0.0|0.0|0.0|93.76|Diageo North America (Spirits)|750 ml|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||933521|1.0|89.96|EA|6|857359008016|857359008016|TIPPY COW CHOCOLATE 750.000 ML|0.0|0.0|0.0|0.0|0.0|89.96|||0||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||51498|4.0|269.97|CS|1|721733000883|721733000883|Patron Tequila Silver 1/3 1.75 ltr Bottle 80PF|0.0|0.0|0.0|0.0|0.0|1079.88|The Patron Spirits Company|1.75 l|3||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||311648|1.0|413.02|EA|1|721059981002|721059981002|Frangelico Liqueur 1/12 1 ltr Bottle 40PF|0.0|0.0|0.0|0.0|0.0|413.02|William Grant and Sons|1 l|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||547075|2.0|118.56|CS|1|727760501638|727760501638|Mionetto Prosecco Brut Gold 1/15 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|237.12|The Mark Wine Group|750 ml|15||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||341848|1.0|324.54|CS|12|029929115404|029929115404|LICOR 43 62 1.000 LT|0.0|0.0|0.0|0.0|0.0|324.54|||0||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||344101|1.0|492.0|CS|1|088110150631|088110150631|Hennessy Cognac 1/12 1 ltr Bottle 80PF|0.0|0.0|0.0|0.0|0.0|492.0|LVMH Moet Hennessy|1 l|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||11291|2.0|268.7|CS|1|080480301019|081440113116|Bombay Sapphire Gin 1/12 1 ltr Bottle 94PF|0.0|0.0|0.0|0.0|0.0|537.4|Bacardi Limited|1 l|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000183475|4211|08/27/2025|08/26/2025|08/28/2025|9128487940|32294.5|67||||25213|3.0|110.28|CS|1|080686365204|080686365204|DeKuyper Peachtree Schnapps 1/12 1 ltr Bottle 30PF|0.0|0.0|0.0|0.0|0.0|330.84|BEAM Global|1 l|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487955|266.31|1||||664105|1.0|266.31|CS|12|819135020018|819135020018|JERMANN PINOT GRIGIO(SC)24 750.000 ML|0.0|0.0|0.0|0.0|0.0|266.31|||0||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||592581|2.0|134.61|EA|6|||JARVIS MERLOT CAVE FERMENTED 18 WD 750.000 ML|0.0|0.0|0.0|0.0|0.0|269.22|||0||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||603441|3.0|33.75|EA|1|086003255067|086003255067|Orin Swift The Prisoner 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|101.25|E and J Gallo|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||55929|1.0|126.0|CS|1|088586621840|088586621840|Chateau Ste Michelle Riesling Johannesburg 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|126.0|Ste Michelle Wine Estates|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||657001|1.0|75.0|EA|6|||PHELPS CABERNET SAUVIGNON 22 750.000 ML|0.0|0.0|0.0|0.0|0.0|75.0|||0||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||622735|1.0|44.25|EA|6|810147310449|810147310449|ANTINORI MARCHESE CHIANTI CL RSV21 750.000 ML|0.0|0.0|0.0|0.0|0.0|44.25|||0||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||628121|3.0|39.99|EA|1|859369001254|85936900125|Faust Cabernet Sauvignon 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|119.97|Faust Winery|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||648116|1.0|252.0|CS|1|744442081004|744442081004|Ridge Three Valleys 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|252.0|Ridge Vineyards|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||14580|2.0|128.4|CS|1|689352009611|689352009611|Kim Crawford Sauvignon Blanc 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|256.8|Constellation Brands|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||647721|1.0|143.04|CS|12|089744382702|089744382702|HUGEL GENTIL 23 750.000 ML|0.0|0.0|0.0|0.0|0.0|143.04|||0||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||628811|1.0|22.19|EA|1|726452001562|726452001562|Jermann Vinnaioli Pinot Grigio Venezia Giulia 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|22.19|LUX Wines|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||621750|1.0|609.12|CS|12|||BELLA UNION CABERNET SAUVIGNON 22 750.000 ML|0.0|0.0|0.0|0.0|0.0|609.12|||0||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||617370|3.0|42.3|EA|1|850017337503|850017337503|Post and Beam Napa Valley Cabernet Sauvignon 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|126.9|Post and Beam|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||41175|3.0|54.74|EA|1|081753050207|081753050207|Veuve Clicquot Yellow Label Brut 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|164.22|LVMH Moet Hennessy|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||646698|1.0|313.75|CS|1|047156157509|04715615750|Grgich Hills Blanc 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|313.75|Grgich Hills Estate|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||318964|1.0|224.4|CS|1|187229127289|187229127289|Luxardo Maraschino Cherries 1/12 12.7 oz Bottle|0.0|0.0|0.0|0.0|0.0|224.4|Luxardo|12.7 oz|12||5100200
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||618348|1.0|221.44|CS|1|742651184295|742651184295|Ferrari-Carano Siena 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|221.44|Ferrari Carano Vineyards and Winery|750 ml|12||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||610579|1.0|347.0|CS|1|088593700200|088593700200|Stags Leap Cabernet Sauvignon Artemis 1/6 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|347.0|Stags Leap Wine Cellars|750 ml|6||5100215
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||231773|1.0|200.0|CS|1|089968200261|899682002613|Filthy Blue Cheese Stuffed Olive 1/6 64 oz Bottle|0.0|0.0|0.0|0.0|0.0|200.0|Filthy Food LLC|64 oz|6||5100210
Southern Glazer's Wine & Spirits of OK, LLLP|Resort Food and Beverage Choctaw Casinos|437801-NTULSA1|1000284028|4211|08/27/2025|08/26/2025|08/28/2025|9128487957|3955.77|19|1832 WINE|||634770|7.0|48.46|EA|1|084444100106|084444100137|Jordan Cabernet Sauvignon Alexander Valley 1/12 750 ml Bottle|0.0|0.0|0.0|0.0|0.0|339.22|Jordan Vineyard and Winery|750 ml|12||5100215
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||764|2.0|67.0|KEG|1|111111111117|111111111117|BANQUET 1/4 BBL KEG|0.0|60.0|0.0|0.0|0.0|134.0|||0||5310106
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||366|15.0|31.15|CS|2|072890000163|072890000255|Heineken 2/12 12 oz Bottle|0.0|0.0|0.0|0.0|0.0|467.25|Heineken USA|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||521|1.0|150.0|KEG|1|088573100020|088573100020|Shiner Bock 1/2 BBL 1/1 15.5 gal Keg|0.0|30.0|0.0|0.0|0.0|150.0|Gambrinus Company|15.5 gal|1||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||425|5.0|125.0|KEG|1|034100571528|034100571528|Miller Lite 1/2 BBL 1/1 15.5 gal Keg|0.0|150.0|0.0|0.0|0.0|625.0|Molson Coors|15.5 gal|1||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||1149|7.0|18.65|CS|1|071990386429|00071990386429|Coors Banquet 1/15 16 oz Can|0.0|0.0|0.0|0.0|0.0|130.55|Molson Coors|16 oz|15||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||523|15.0|30.4|CS|2|008857343333|08857343333|Shiner Bock 2/12 12 oz Bottle|0.0|0.0|0.0|0.0|0.0|456.0|Gambrinus Company|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||346|6.0|146.0|KEG|1|072311204002|072311204002|DOS EQUIS 1/2 BBL KEG 60L|0.0|180.0|0.0|0.0|0.0|876.0|||0||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||1102|-1.0|30.0|CS|1|111111111117|111111111117|RETURN MC BELLY 1/2 EMPTY KEG|0.0|0.0|0.0|0.0|0.0|-30.0|||0||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||350|50.0|30.4|CS|2|072311412131|072311424219|Dos Equis Lager 2/12 12 oz Can|0.0|0.0|0.0|0.0|0.0|1520.0|Heineken USA|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||641|-3.0|30.0|CS|1|111111111117|111111111117|RETURN LAGUNITAS 1/4 EMPTY KEG|0.0|0.0|0.0|0.0|0.0|-90.0|||0||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||769|20.0|33.1|CS|2|635985100331|635985100348|White Claw Mango 2/12 12 oz Can|0.0|0.0|0.0|0.0|0.0|662.0|Mark Anthony Brands|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||296|16.0|33.0|CS|4|071990095116|071990095123|Blue Moon Belgian White 4/6 12 oz Bottle|0.0|0.0|0.0|0.0|0.0|528.0|Molson Coors|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||655|15.0|33.1|CS|2|635985260899|635985260899|White Claw Hard Seltzer Black Cherry 2/12 12 oz Can|0.0|0.0|0.0|0.0|0.0|496.5|Mark Anthony Brands|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||324|4.0|125.0|KEG|1|071990300807|071990300807|Coors Light 1/2 BBL 1/1 15.5 gal Keg|0.0|120.0|0.0|0.0|0.0|500.0|Molson Coors|15.5 gal|1||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||1521|5.0|31.8|CS|4|072890006202|072890006202|Heineken 0 0 4/6 11.2 oz Bottle|0.0|0.0|0.0|0.0|0.0|159.0|Heineken USA|11.2 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||330|210.0|24.45|CS|2|071990301040|071990301040|Coors Light 2/9 16 oz Bottle|0.0|0.0|0.0|0.0|0.0|5134.5|Molson Coors|16 oz|18||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||36|-7.0|30.0|CS|1|111111111117|111111111117|RETURN DOS EQUIS 1/2 EMPTY KEG|0.0|0.0|0.0|0.0|0.0|-210.0|||0||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||431|210.0|24.45|CS|2|034100570231|034100570224|Miller Lite 2/9 16 oz Bottle|0.0|0.0|0.0|0.0|0.0|5134.5|Molson Coors|16 oz|18||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||1235|4.0|125.0|KEG|1|089924849506|89924849506|Yuengling Traditional Lager 1/2 BBL 1/1 15.5 gal Keg|0.0|120.0|0.0|0.0|0.0|500.0|D G Yuengling and Son Inc|15.5 gal|1||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||292|2.0|150.0|KEG|1|071990095154|71990095154|Blue Moon Belgian White 1/2 BBL 1/1 15.5 gal Keg|0.0|60.0|0.0|0.0|0.0|300.0|Molson Coors|15.5 gal|1||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||409|8.0|33.0|CS|4|723830000094|723830000094|Lagunitas IPA 4/6 12 oz Bottle|0.0|0.0|0.0|0.0|0.0|264.0|Heineken USA|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||349|35.0|31.15|CS|2|072311230124|072311930123|Dos Equis Lager 2/12 12 oz Bottle|0.0|0.0|0.0|0.0|0.0|1090.25|Heineken USA|12 oz|24||5100210
Hitchcock Distributing|Resort Food and Beverage Choctaw Casinos|400427-NDURANT1|483|4211|08/27/2025|08/26/2025|08/27/2025|W-639078|19127.55|23||||1101|-13.0|30.0|CS|1|111111111117|111111111117|RETURN MC STRAIGHTWALL 1/2 EMPTY KEG|0.0|0.0|0.0|0.0|0.0|-390.0|||0||5100210
